UNIQUE ID,REFERENCE NAME,HGNC ID,EntrezGene official name (Human),EntrezGeneID (Human),EntrezGene Symbol (Human),EntrezGene Aliases (Human),EntrezGene Additional Names (Human),MGI ID,EntrezGeneofficial name (Mouse),EntrezGeneID (Mouse),EntrezGene Symbol (Mouse),EntrezGene Aliases (Mouse),EntrezGene Additional Names (Mouse),UniProtDB ID (Human),UniProt protein name (Human),UniProt protein alternative names (Human),UniProtID (Mouse),UniProt protein name (Mouse),UniProt protein alternative names (Mouse),MeSH ID,MeSH Name,Typographical variations,Shen-Orr ID,IX Synonyms,Protein Ontology ID,Protein Ontology name,Protein Ontology synonyms,Protein Ontology URL,OMIM ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_8,CD40 ligand,HGNC:11935,CD40 ligand,959,CD40LG ,IGM;IMD3;TRAP;gp39;CD154;CD40L;HIGM1;T-BAM;TNFSF5;hCD40L;,CD40L;tumor necrosis factor (ligand) superfamily member 5;CD40 ligand;TB cellactivating molecule;CD40 antigen ligand;Tcell antigen Gp39;TNFrelated activation protein;,MGI:88337,CD40 ligand,21947,Cd40lg ,IGM;IMD3;Ly62;TRAP;gp39;CD154;Cd40l;HIGM1;Ly-62;T-BAM;CD40-L;Tnfsf5;,CD40 ligand;Tcell antigen Gp39;tumor necrosis factor ligand superfamily member 5;TNFrelated activation protein;,CD40L_HUMAN,"CD40 ligand, soluble form",CD40-L;T-cell antigen Gp39;TNF-related activation protein;TRAP;Tumor necrosis factor ligand superfamily member 5;,CD40L_MOUSE,"CD40 ligand, soluble form",CD40-L;T-cell antigen Gp39;TNF-related activation protein;TRAP;Tumor necrosis factor ligand superfamily member 5;,,,,55,cd40lg;cd40 ligand;higm1;hcd40l;tumor necrosis factor ligand superfamily member 5;imd3;t-bam;gp39;tnf-related activation protein;igm;t-cell antigen gp39;cd40l;cd154;trap;tnfsf5;,PR:000001950,tumor necrosis factor ligand superfamily member 5,TRAP;CD40L;TNF-related activation protein;TNFSF5;T-cell antigen Gp39;CD40LG;CD154;CD40-L;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001950,300386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_80,Interferon-alpha 8,HGNC:5429,"interferon, alpha 8",3445,IFNA8 ,IFN-alphaB;,interferon alphaB;interferon alphaB2;IFNalpha8;interferon alpha type 201;interferon alphaB';leIF B;interferon alpha8;,MGI:107662,"interferon alpha family, gene 8",15969,Ifna8,Ifa6;Ifa8;Ifna8;IFNa8/6;,"interferon alpha family, gene 6;IFNalpha6;IFNalpha8;interferon alpha6;interferon alpha 8/6;interferon alpha family, gene 8;interferon alpha8;",IFNA8_HUMAN,Interferon alpha-8,IFN-alpha-8;Interferon alpha-B;LeIF B;Interferon alpha-B2;,Q810G5_MOUSE,,,,,,30,Interferon_alpha_8;,PR:000008921,interferon alpha-8,LeIF B;IFN-alpha-8;interferon alpha-B;interferon alpha-B2;IFNA8;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008921,147568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_81,Interferon-beta,HGNC:5434,"interferon, beta 1, fibroblast",3456,IFNB1 ,IFB;IFF;IFNB;,IFNbeta;fibroblast interferon;interferon beta;,MGI:107657,"interferon beta 1, fibroblast",15977,Ifnb1 ,Ifb;IFNB;IFN-beta;,interferon beta;,IFNB_HUMAN,Interferon beta,IFN-beta;Fibroblast interferon;,IFNB_MOUSE,Interferon beta,IFN-beta;,D016899,Interferon-beta,interferon b;IFNb;IFN-b;IFN-beta;IFN beta;interferon beta;beta interferon;b interferon;interferon-b;interferon-beta;,41,"Interferon-beta;interferon-beta-1;interferon beta1;ifnb;interferon-beta1;ifn{beta};fibroblast interferon;ifn beta;ifn-beta;beta-1 interferon;interferon beta;ifnb1;mgc96956;interferon, beta-1;beta-interferon;ifn-{beta};ifnbeta;interferon b;fiblaferon;interferon, beta1;ifn {beta};interferon, beta 1;ifn-b;ifn b;interferon-beta;interferon beta-1;iff;interferon-b;beta interferon;interferon, beta 1, fibroblast;ifb;",PR:000024939,interferon beta,,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000024939,147640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_82,Interferon-epsilon,HGNC:18163,"interferon, epsilon",338376,IFNE ,IFN-E;IFNE1;IFNT1;INFE1;PRO655;,IFNepsilon;interferon epsilon 1;interferon epsilon;interferonepsilon;interferon tau1;interferon epsilon1;,MGI:2667156,interferon epsilon,230405,Ifne ,Ifne1;Ifnt1;Infe1;Ifn-tau-1;,IFNepsilon;interferon epsilon 1;interferon epsilon;interferon tau1;interferon epsilon1;,IFNE_HUMAN,Interferon epsilon,IFN-epsilon;Interferon epsilon-1;,IFNE_MOUSE,Interferon epsilon,IFN-epsilon;Interferon epsilon-1;Interferon tau-1;,,,,37,"Interferon-epsilon;ifn-e;mgc119020;ifne;ifn-epsilon;interferon, epsilon;ifnt1;interferon-epsilon;pro655;ifne1;interferon tau-1;interferon epsilon;mgc119018;interferon epsilon-1;",PR:000008925,interferon epsilon,IFNE;Ifnt1;IFNE1;interferon epsilon-1;interferon tau-1;IFN-epsilon;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008925,615223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_83,Interferon-gamma,HGNC:5438,"interferon, gamma",3458,IFNG ,IFG;IFI;,IFNgamma;interferon gamma;immune interferon;,MGI:107656,interferon gamma,15978,Ifng ,Ifg;IFN-g;,gamma interferon;IFNgamma;interferon gamma;,IFNG_HUMAN,Interferon gamma,IFN-gamma;Immune interferon;,IFNG_MOUSE,Interferon gamma,IFN-gamma;,D007371,Interferon-gamma,IFN-gamma;IFN gamma;IFNG;IFN-g;Interferon-gamma;Interferon-g;Interferon g;interferon gamma;gamma interferon;g interferon;,43,"Interferon-gamma;ifng;ifg;ifn-gamma;interferon, gamma;ifn-g;interferon-gamma;ifi;gamma-interferon;gamma interferon;immune interferon;interferon gamma;",PR:000000017,interferon gamma,IFN-gamma;IFNG;immune interferon;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000000017,147570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_84,Interferon-kappa,HGNC:21714,"interferon, kappa",56832,IFNK ,IFNT1;INFE1;,interferon kappa;interferonlike protein;IFNkappa;,MGI:2683287,interferon kappa,387510,Ifnk ,,interferon kappa;IFNkappa;,IFNK_HUMAN,Interferon kappa,IFN-kappa;,IFNK_MOUSE,Interferon kappa,IFN-kappa;,,,,39,Interferon-kappa;,PR:000008927,interferon kappa,IFNK;IFN-kappa;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008927,615326;615223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_85,Interferon-omega,,,,,,,,,,,,,,,,,,,,,,45,Interferon-omega;,PR:000025020,interferon omega,,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000025020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_86,Interleukin 1 Receptor Antagonist Protein,HGNC:6000,interleukin 1 receptor antagonist,3557,IL1RN ,DIRA;IRAP;IL1F3;IL1RA;MVCD4;IL-1RN;IL-1ra;IL-1ra3;ICIL-1RA;,IL1RN (IL1F3);IL1 inhibitor;interleukin1 receptor antagonist protein;type II interleukin1 receptor antagonist;intracellular interleukin1 receptor antagonist (icIL1ra);intracellular IL1 receptor antagonist type II;,MGI:96547,interleukin 1 receptor antagonist,16181,Il1rn ,IL-1ra;F630041P17Rik;,IRAP;IL1 inhibitor;IL1RN;interleukin1 receptor antagonist protein;,IL1RA_HUMAN,Interleukin-1 receptor antagonist protein,IL-1RN;IL-1ra;IRAP;ICIL-1RA;IL1 inhibitor;,IL1RA_MOUSE,Interleukin-1 receptor antagonist protein,IL-1RN;IL-1ra;IRAP;IL1 inhibitor;,D053590,Interleukin 1 Receptor Antagonist Protein,ICIL-1RA;IL-1RN;IL-1ra;IL1RN;IRAP;Interleukin 1 Receptor Antagonist Protein;Interleukin-1 receptor antagonist;interleukin-1 receptor antagonist protein;,,,PR:000001137,interleukin-1 receptor antagonist protein,anakinra;ICIL-1RA;IL-1RN;IL1 inhibitor;IL1RN;IRAP;IL-1ra;IL1F3;IL1RA;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001137,147679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_87,Interleukin-1,,,,,,,MGI:96536,interleukin 1 complex,111343,Il1 ,Il-1;,,,,,,,,D007375,Interleukin-1,IL 1;IL-1;IL1;Interleukin 1;Interleukin-1;,103,Interleukin-1;interleukin 1;il-1;il 1;il1;,PR:000001091,interleukin-1,interleukin-1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_88,Interleukin-1 alpha,HGNC:5991,"interleukin 1, alpha",3552,IL1A ,IL1;IL-1A;IL1F1;IL1-ALPHA;,prointerleukin1alpha;IL1 alpha;preinterleukin 1 alpha;interleukin1 alpha;hematopoietin1;,MGI:96542,interleukin 1 alpha,16175,Il1a ,Il-1a;,interleukin1 alpha;IL1 alpha;,IL1A_HUMAN,Interleukin-1 alpha,IL-1 alpha;Hematopoietin-1;,IL1A_MOUSE,Interleukin-1 alpha,IL-1 alpha;,D053582,Interleukin-1alpha,IL-1 alpha;IL1A;Interleukin-1alpha;interleukin-1 alpha;interleukin 1 alpha;,104,IL-1alpha;,PR:000001135,interleukin-1 alpha,IL1F1;IL-1 alpha;IL1A;hematopoietin-1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001135,147760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_89,Interleukin-1 beta,HGNC:5992,"interleukin 1, beta",3553,IL1B ,IL-1;IL1F2;IL1-BETA;,prointerleukin1beta;preinterleukin 1 beta;catabolin;IL1 beta;interleukin1 beta;,MGI:96543,interleukin 1 beta,16176,Il1b ,Il-1b;IL-1beta;,IL1 beta;interleukin1 beta;,IL1B_HUMAN,Interleukin-1 beta,IL-1 beta;Catabolin;,IL1B_MOUSE,Interleukin-1 beta,IL-1 beta;,D053583,Interleukin-1beta,IL-1 beta;IL1B;Interleukin-1beta;catabolin;interleukin-1 beta;interleukin 1 beta;,106,IL-1beta;,PR:000001136,interleukin-1 beta,IL1F2;catabolin;IL1B;IL-1 beta;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001136,147720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_9,CD70 molecule,HGNC:11937,CD70 molecule,970,CD70 ,CD27L;CD27LG;TNFSF7;,"surface antigen CD70;CD27L;CD70 antigen;tumor necrosis factor ligand superfamily member 7;Ki24 antigen;CD27 ligand;tumor necrosis factor (ligand) superfamily, member 7;",MGI:1195273,CD70 antigen,21948,Cd70 ,Cd27l;CD27LG;Tnfsf7;,"CD27L;CD70 antigen;tumor necrosis factor ligand superfamily member 7;Ki24 antigen;CD27 ligand;tumor necrosis factor (ligand) superfamily, member 7;",CD70_HUMAN,CD70 antigen,CD27 ligand;CD27-L;Tumor necrosis factor ligand superfamily member 7;,CD70_MOUSE,CD70 antigen,CD27 ligand;CD27-L;Tumor necrosis factor ligand superfamily member 7;,D053282,"Antigens, CD70",,59,"cd27l;cd27lg;tumor necrosis factor (ligand) superfamily, member 7;tnfsf7;cd70;tumor necrosis factor ligand superfamily member 7;t14;tnf superfamily, member 7;cd27l receptor;t-cell activation antigen cd27;",PR:000001309,CD70 molecule,CD27 ligand;CD27-L;CD27L;CD27LG;CD70PRO-short-label;CD70 antigen;TNFSF7;tumor necrosis factor ligand superfamily member 7;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001309,602840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_90,interleukin-1 delta,HGNC:15561,interleukin 36 receptor antagonist,26525,IL36RN ,FIL1;FIL1D;IL1F5;IL1L1;PSORP;IL1HY1;IL1RP3;IL36RA;FIL1(DELTA);,"IL1F5 (Canonical product IL1F5a);IL1F5 (IL1HY1, FIL1delta, IL1RP3, IL1L1, IL1delta);IL1ra homolog 1;interleukin1 HY1;interleukin1 receptor antagonist homolog 1;interleukin36 receptor antagonist protein;IL1 related protein 3;interleukin 1 family, member 5 (delta);interleukin1like protein 1;",MGI:1859325,"interleukin 1 family, member 5 (delta)",54450,Il1f5 ,IL36RN;Il-1h3;Il1hy1;AI413231;Fil1delta;,IL1 delta;interleukin1 homolog 3;IL1F5;interleukin1 HY1;IL1L1;interleukin1 family member 5;interleukin1 delta;IL1HY1;interleukin36 receptor antagonist protein;interleukin 1 receptor antagonist homolog 1;interleukin1like protein 1;,I36RA_HUMAN,Interleukin-36 receptor antagonist protein,FIL1 delta;IL-1-related protein 3;IL-1RP3;Interleukin-1 HY1;IL-1HY1;Interleukin-1 delta;IL-1 delta;Interleukin-1 family member 5;IL-1F5;Interleukin-1 receptor antagonist homolog 1;IL-1ra homolog 1;Interleukin-1-like protein 1;IL-1L1;,I36RA_MOUSE,Interleukin-36 receptor antagonist protein,Interleukin-1 HY1;IL-1HY1;Interleukin-1 delta;IL-1 delta;Interleukin-1 family member 5;IL-1F5;Interleukin-1 homolog 3;IL-1H3;Interleukin-1-like protein 1;IL-1L1;,,,,109,interleukin-1_delta;fil1;interleukin-1 hy1;interleukin-1-like protein 1;il-1-related protein 3;fil1(delta);mgc29840;il-1rp3;il1l1;fil1 delta;interleukin-1 homolog 3;il-1h3;fil1d;il-1 delta;interleukin-1 receptor antagonist homolog 1;il-1hy1;il-1f5;interleukin-1 family member 5;il1h3;il-1l1;il1hy1;il1rp3;il-1ra homolog 1;interleukin-1 delta;il1f5;,PR:000008988,interleukin-1 family member 5,interleukin-1 family member 5;FIL1 delta;FIL1D;IL-1 delta;IL-1-related protein 3;IL-1F5;IL-1H3;IL-1HY1;IL-1L1;IL-1RP3;IL-1ra homolog 1;IL1F5;IL1HY1;IL1L1;IL1RP3;IL36RN;Il1h3;interleukin-1 HY1;interleukin-1 delta;interleukin-1 homolog 3;interleukin-1 receptor antagonist homolog 1;interleukin-1-like protein 1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008988,605507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_91,interleukin-1 epsilon,HGNC:15741,"interleukin 36, gamma",56300,IL36G ,IL1E;IL1F9;IL1H1;IL-1F9;IL-1H1;IL1RP2;IL-1RP2;,"interleukin1 family member 9;interleukin1 homolog 1;IL1(EPSILON);IL1epsilon;interleukin36 gamma;interleukin 1related protein 2;interleukin1 epsilon;IL1related protein 2;IL1 related protein 2;IL1 epsilon;interleukin 1 family, member 9;",,,,,,,IL36G_HUMAN,Interleukin-36 gamma,IL-1-related protein 2;IL-1RP2;Interleukin-1 epsilon;IL-1 epsilon;Interleukin-1 family member 9;IL-1F9;Interleukin-1 homolog 1;IL-1H1;,,,,,,,113,"interleukin-1_epsilon;il-1-related protein 2;interleukin 1 family, member 9;il-1rp2;il-1h1;il1f9;interleukin-1 homolog 1;il1e;interleukin-1 family member 9;interleukin-1 epsilon;il-1 epsilon;il1rp2;il1h1;il-1f9;",PR:000008990,interleukin-1 family member 9,interleukin-1 family member 9 IL-1 epsilon;IL-1-related protein 2;IL-1F9;IL-1H1;IL-1RP2;IL1E;IL1F9;IL1H1;IL1RP2;IL36G;interleukin-1 epsilon;interleukin-1 homolog 1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008990,605542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_92,interleukin-1 theta,HGNC:15552,"interleukin 1 family, member 10 (theta)",84639,IL1F10 ,IL-38;FKSG75;IL1HY2;IL-1HY2;IL1-theta;FIL1-theta;,IL1F10 (canonical form IL1F10a);interleukin1 family member 10;interleukin1 receptor antagonistlike FIL1 theta;IL1 theta;FIL1 theta;interleukin1 receptor antagonist FKSG75;interleukin38;family of interleukin 1theta;interleukin1 HY2;,MGI:2652548,"interleukin 1 family, member 10",215274,Il1f10 ,,"interleukin1 family member 10;interleukin 1 family, member 7;IL1F10;",IL1FA_HUMAN,Interleukin-1 family member 10,IL-1F10;Family of interleukin 1-theta;FIL1 theta;Interleukin-1 HY2;IL-1HY2;Interleukin-1 theta;IL-1 theta;Interleukin-38;IL-38;,IL1FA_MOUSE,Interleukin-1 family member 10,IL-1F10;,,,,111,interleukin-1_teta;il1f10;fil1t;interleukin-1 hy2;mgc119833;fksg75;mgc119831;mgc119832;il1 theta;interleukin-1 theta;il-1hy2;il1-theta;fil1-theta;fil1 theta;il1hy2;interleukin-1 family member 10;,PR:000008987,interleukin-1 family member 10,interleukin-1 family member 10;FIL1 theta;FIL1T;IL-1 theta;IL-1F10;IL-1HY2;IL1F10;IL1HY2;interleukin-1 HY2;interleukin-1 theta;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008987,615296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_93,Interleukin-10,HGNC:5962,interleukin 10,3586,IL10 ,CSIF;TGIF;GVHDS;IL-10;IL10A;,Tcell growth inhibitory factor;cytokine synthesis inhibitory factor;interleukin10;,MGI:96537,interleukin 10,16153,Il10 ,CSIF;Il-10;,cytokine synthesis inhibitory factor;interleukin10;,IL10_HUMAN,Interleukin-10,IL-10;Cytokine synthesis inhibitory factor;CSIF;,IL10_MOUSE,Interleukin-10,IL-10;Cytokine synthesis inhibitory factor;CSIF;,D016753,Interleukin-10,IL 10;IL-10;IL10;Interleukin-10;interleukin 10;,85,Interleukin-10;b-cell derived t-cell growth factor;il10a;cytokine synthesis inhibitory factor;t-cell growth inhibitory factor;il-10a;interleukin-10;il-10;il10;mgc126451;mgc126450;csif;b-tcgf;interleukin 10;tgif;,PR:000001471,interleukin-10,CSIF;IL-10;cytokine synthesis inhibitory factor;IL10;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001471,124092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_94,Interleukin-11,HGNC:5966,interleukin 11,3589,IL11 ,AGIF;IL-11;,interleukin11;adipogenesis inhibitory factor;oprelvekin;,MGI:107613,interleukin 11,16156,Il11 ,IL-11;,interleukin11;,IL11_HUMAN,Interleukin-11,IL-11;Adipogenesis inhibitory factor;AGIF;,IL11_MOUSE,Interleukin-11,IL-11;,D017370,Interleukin-11,IL 11;IL-11;IL11;Interleukin-11;interleukin 11;,163,il-11;agif;hpaec survival factor;interleukin 11;meg-csf;interleukin-11;il11;adipogenesis inhibitory factor;oprelvekin;human pulmonary artery endothelial cell-derived survival factor;megakaryocyte colony stimulating factor;,PR:000001366,interleukin-11,oprelvekin;IL-11;AGIF;IL11;adipogenesis inhibitory factor;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001366,147681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_95,Interleukin-12,,,,,,,,,,,,,,,,,,,D018664,Interleukin-12,IL 12;IL-12;IL12;Interleukin-12;interleukin 12;,161,il-12;il12;nksf;interleukin 12;nk cell stimulatory factor;natural killer cell stimulatory factor;tcmf;il-12p70;il 12;interleukin-12;edodekin alfa;il-12 p70;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_96,Interleukin-12 Subunit p35,HGNC:5969,interleukin 12A,3592,IL12A ,P35;CLMF;NFSK;NKSF1;IL-12A;,"interleukin12 alpha chain;CLMF p35;IL35 subunit;interleukin12 subunit alpha;cytotoxic lymphocyte maturation factor 35 kDa subunit;IL12, subunit p35;interleukin 12, p35;cytotoxic lymphocyte maturation factor 1, p35;NF cell stimulatory factor chain 1;interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35);NK cell stimulatory factor chain 1;",MGI:96539,interleukin 12a,16159,Il12a ,p35;Ll12a;Il-12a;IL-12p35;,CLMF p35;interleukin12 subunit alpha;cytotoxic lymphocyte maturation factor 35 kDa subunit;IL12 subunit p35;interleukin 12a p35 subunit;,IL12A_HUMAN,Interleukin-12 subunit alpha,IL-12A;Cytotoxic lymphocyte maturation factor 35 kDa subunit;CLMF p35;IL-12 subunit p35;NK cell stimulatory factor chain 1;NKSF1;,IL12A_MOUSE,Interleukin-12 subunit alpha,IL-12A;Cytotoxic lymphocyte maturation factor 35 kDa subunit;CLMF p35;IL-12 subunit p35;,D053765,Interleukin-12 Subunit p35,Interleukin-12 Subunit p35;,,,PR:000001368,interleukin-12 subunit alpha,CLMF p35;IL-12 subunit p35;IL-12A;IL12A;NK cell stimulatory factor chain 1;NKSF1;cytotoxic lymphocyte maturation factor 35 kDa subunit;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001368,161560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_97,Interleukin-12 Subunit p40,HGNC:5970,interleukin 12B,3593,IL12B ,CLMF;NKSF;CLMF2;NKSF2;IL-12B;,"cytotoxic lymphocyte maturation factor 40 kDa subunit;IL12, subunit p40;IL12 subunit p40;NK cell stimulatory factor chain 2;interleukin12 beta chain;interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40);natural killer cell stimulatory factor, 40 kD subunit;interleukin12 subunit beta;CLMF p40;interleukin 12, p40;",MGI:96540,interleukin 12b,16160,Il12b ,p40;Il-12b;Il12p40;Il-12p40;,cytotoxic lymphocyte maturation factor 40 kDa subunit;IL12 subunit p40;IL12 p40;interleukin12 subunit beta;IL23 subunit p40;CLMF p40;,IL12B_HUMAN,Interleukin-12 subunit beta,IL-12B;Cytotoxic lymphocyte maturation factor 40 kDa subunit;CLMF p40;IL-12 subunit p40;NK cell stimulatory factor chain 2;NKSF2;,IL12B_MOUSE,Interleukin-12 subunit beta,IL-12B;Cytotoxic lymphocyte maturation factor 40 kDa subunit;CLMF p40;IL-12 subunit p40;,D053762,Interleukin-12 Subunit p40,IL-12 subunit p40;IL-12B;IL12B;Interleukin-12 Subunit p40;interleukin-12 p40;interleukin-12 subunit beta;,,,PR:000001369,interleukin-12 subunit beta,cytotoxic lymphocyte maturation factor 40 kDa subunit;IL-12B;CLMF p40;IL-12 subunit p40;IL12B;NKSF2;NK cell stimulatory factor chain 2;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001369,161561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_98,Interleukin-13,HGNC:5973,interleukin 13,3596,IL13 ,P600;IL-13;,interleukin13;,MGI:96541,interleukin 13,16163,Il13 ,Il-13;,interleukin13;Tcell activation protein P600;,IL13_HUMAN,Interleukin-13,IL-13;,IL13_MOUSE,Interleukin-13,IL-13;T-cell activation protein P600;,D018793,Interleukin-13,IL 13;IL-13;IL13;Interleukin-13;T-cell activation protein P600;interleukin 13;,157,il-13;il13;interleukin 13;bhr1;t-cell activation protein p600;interleukin-13;p600;nc30;mgc116786;alrh;mgc116788;mgc116789;,PR:000001370,interleukin-13,NC30;IL-13;T-cell activation protein P600;IL13;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001370,147683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_99,Interleukin-14,,interleukin 14,3599,IL14 ,IL-14;HMW-BCGF;,,MGI:105968,taxilin alpha,109658,Txlna ,Il14;Txln;AI425952;AW209241;2600010N21Rik;,alphataxilin;interleukin 14;taxilin Txln;,,,,TXLNA_MOUSE,Alpha-taxilin,,,,,153,il-14;,PR:000001321,alpha-taxilin,TXLN;TXLNA;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_271,Lymphotoxin-beta,HGNC:6711,"lymphotoxin beta (TNF superfamily, member 3)",4050,LBT,p33;TNFC;TNFSF3;,LT-beta;TNF-C;tumor necrosis factor C;tumor necrosis factor ligand superfamily member 3;,MGI:104796,lymphotoxin B,16994,Ltb,p33;Tnfc;LTbeta;Tnfsf3;AI662801;,LT-beta;TNF-C;lymphotoxin beta;tumor necrosis factor C;tumor necrosis factor ligand superfamily member 3;,TNFC_HUMAN,Lymphotoxin-beta,LT-beta;Tumor necrosis factor C;TNF-C;Tumor necrosis factor ligand superfamily member 3;,TNFC_MOUSE,Lymphotoxin-beta,LT-beta;Tumor necrosis factor C;TNF-C;Tumor necrosis factor ligand superfamily member 3;,D053308,Lymphotoxin-beta,,,,PR:000002205 ,lymphotoxin-beta ,LT-beta;LTBPRO;TNF-C;TNFC;TNFSF3;tumor necrosis factor C;tumor necrosis factor ligand superfamily member 3;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002205,600978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_272,Tumor necrosis factor ligand superfamily member 18,HGNC:11932,"tumor necrosis factor (ligand) superfamily, member 18",8995,TNFSF18,TL6;AITRL;GITRL;hGITRL;,AITR ligand;GITR ligand;activation-inducible TNF-related ligand;glucocorticoid-induced TNF-related ligand;glucocorticoid-induced TNFR-related protein ligand;,MGI:2673064 ,"tumor necrosis factor (ligand) superfamily, member 18",240873,Tnfsf18,Gitrl;,GITR ligand;glucocorticoid-induced TNF-related ligand;glucocorticoid-induced-tumor necrosis factor receptor ligand;,TNF18_HUMAN,Tumor necrosis factor ligand superfamily member 18,Activation-inducible TNF-related ligand;AITRL;Glucocorticoid-induced TNF-related ligand;hGITRL;,TNF18_MOUSE,Tumor necrosis factor ligand superfamily member 18,GITRL;Glucocorticoid-induced TNF-related ligand;,,,,,,PR:000016488 ,tumor necrosis factor ligand superfamily member 18 ,AITRL;GITRL;TL6;TNFSF18;activation-inducible TNF-related ligand;glucocorticoid-induced TNF-related ligand;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000016488,603898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
